-3.249233099e2                ,-1.183821137e2                ,-5.259773299e1                ,-2.017983110e1                ,-6.726136577e1                ,2.716093306e2                 ,1.493625095e2                 ,2.717601464e1                 ,3.104803924e1                 ,5.890122074e1                 ,3.078014160e1                 ,6.967141943e0                 ,2.340094905e0                 ,3.149487328e0                 ,1.621836851e0                 ,3.885361854e-1                
-2.502485918e2                ,-2.369130857e2                ,-1.816184799e2                ,-1.053443242e2                ,4.524472174e-1                ,2.853933984e2                 ,2.445841317e2                 ,4.089975612e1                 ,3.231059607e1                 ,7.638605001e1                 ,6.270427749e1                 ,2.014389173e1                 ,2.207623579e0                 ,4.300392305e0                 ,3.496825669e0                 ,1.245091352e0                 
-1.053443242e2                ,-1.816184799e2                ,-2.369130857e2                ,-2.502485918e2                ,4.089975612e1                 ,2.445841317e2                 ,2.853933984e2                 ,4.524472174e-1                ,2.014389173e1                 ,6.270427749e1                 ,7.638605001e1                 ,3.231059607e1                 ,1.245091352e0                 ,3.496825669e0                 ,4.300392305e0                 ,2.207623579e0                 
-2.017983110e1                ,-5.259773299e1                ,-1.183821137e2                ,-3.249233099e2                ,2.717601464e1                 ,1.493625095e2                 ,2.716093306e2                 ,-6.726136577e1                ,6.967141943e0                 ,3.078014160e1                 ,5.890122074e1                 ,3.104803924e1                 ,3.885361854e-1                ,1.621836851e0                 ,3.149487328e0                 ,2.340094905e0                 
-1.103629348e3                ,-6.167060826e2                ,-2.947951971e2                ,-9.126604047e1                ,-4.234492589e4                ,-1.080886666e4                ,-4.354977513e3                ,-2.140819432e3                ,-3.015531883e4                ,5.987371563e3                 ,4.304529981e3                 ,-7.557992472e1                ,1.812133180e3                 ,2.375579077e4                 ,1.279211736e4                 ,2.557957450e3                 
-8.878629661e2                ,-1.047079721e3                ,-8.213943642e2                ,-4.032579505e2                ,-3.179798298e4                ,-2.565840233e4                ,-1.926737488e4                ,-1.275062404e4                ,-2.022951243e4                ,-2.816540452e3                ,-6.802193225e2                ,-6.182223617e3                ,5.471351204e3                 ,2.740568835e4                 ,2.302161705e4                 ,5.478341537e3                 
-4.032579505e2                ,-8.213943642e2                ,-1.047079721e3                ,-8.878629661e2                ,-1.275062404e4                ,-1.926737488e4                ,-2.565840233e4                ,-3.179798298e4                ,-6.182223617e3                ,-6.802193225e2                ,-2.816540452e3                ,-2.022951243e4                ,5.478341537e3                 ,2.302161705e4                 ,2.740568835e4                 ,5.471351204e3                 
-9.126604047e1                ,-2.947951971e2                ,-6.167060826e2                ,-1.103629348e3                ,-2.140819432e3                ,-4.354977513e3                ,-1.080886666e4                ,-4.234492589e4                ,-7.557992472e1                ,4.304529981e3                 ,5.987371563e3                 ,-3.015531883e4                ,2.557957450e3                 ,1.279211736e4                 ,2.375579077e4                 ,1.812133180e3                 
-1.427870393e2                ,-9.010027516e1                ,-4.372060634e1                ,-1.289972417e1                ,-7.510761617e4                ,-3.254316901e4                ,-1.496074030e4                ,-5.212985334e3                ,-1.181697000e5                ,-2.969309048e4                ,-1.189850661e4                ,-5.924437816e3                ,-4.398237985e4                ,4.637789413e4                 ,2.665094435e4                 ,3.875721029e3                 
-1.166908998e2                ,-1.471161938e2                ,-1.160975176e2                ,-5.435685621e1                ,-5.876005300e4                ,-6.061235131e4                ,-4.691686801e4                ,-2.544749390e4                ,-8.865386304e4                ,-7.107198337e4                ,-5.331994034e4                ,-3.548281563e4                ,-2.286205152e4                ,3.840886565e4                 ,3.488148926e4                 ,-1.045033912e3                
-5.435685621e1                ,-1.160975176e2                ,-1.471161938e2                ,-1.166908998e2                ,-2.544749390e4                ,-4.691686801e4                ,-6.061235131e4                ,-5.876005300e4                ,-3.548281563e4                ,-5.331994034e4                ,-7.107198337e4                ,-8.865386304e4                ,-1.045033912e3                ,3.488148926e4                 ,3.840886565e4                 ,-2.286205152e4                
-1.289972417e1                ,-4.372060634e1                ,-9.010027516e1                ,-1.427870393e2                ,-5.212985334e3                ,-1.496074030e4                ,-3.254316901e4                ,-7.510761617e4                ,-5.924437816e3                ,-1.189850661e4                ,-2.969309048e4                ,-1.181697000e5                ,3.875721029e3                 ,2.665094435e4                 ,4.637789413e4                 ,-4.398237985e4                
-6.253399391e0                ,-4.216364926e0                ,-2.061089275e0                ,-5.935774485e-1               ,-7.509808026e4                ,-4.216724932e4                ,-2.016940268e4                ,-6.231781228e3                ,-2.333454055e5                ,-1.159332707e5                ,-5.450463806e4                ,-1.776576761e4                ,-2.764279655e5                ,-6.926309269e4                ,-2.772727490e4                ,-1.383792665e4                
-5.158228675e0                ,-6.748386077e0                ,-5.342197036e0                ,-2.437834775e0                ,-6.045168889e4                ,-7.147887179e4                ,-5.608603106e4                ,-2.748317851e4                ,-1.851732163e5                ,-2.050578816e5                ,-1.598919085e5                ,-8.220061633e4                ,-2.073485214e5                ,-1.660330819e5                ,-1.245413398e5                ,-8.296144640e4                
-2.437834775e0                ,-5.342197036e0                ,-6.748386077e0                ,-5.158228675e0                ,-2.748317851e4                ,-5.608603106e4                ,-7.147887179e4                ,-6.045168889e4                ,-8.220061633e4                ,-1.598919085e5                ,-2.050578816e5                ,-1.851732163e5                ,-8.296144640e4                ,-1.245413398e5                ,-1.660330819e5                ,-2.073485214e5                
-5.935774485e-1               ,-2.061089275e0                ,-4.216364926e0                ,-6.253399391e0                ,-6.231781228e3                ,-2.016940268e4                ,-4.216724932e4                ,-7.509808026e4                ,-1.776576761e4                ,-5.450463806e4                ,-1.159332707e5                ,-2.333454055e5                ,-1.383792665e4                ,-2.772727490e4                ,-6.926309269e4                ,-2.764279655e5                
