6.214643116e4                 ,5.545872769e4                 ,2.838647128e4                 ,7.628135226e3                 ,2.451883301e5                 ,2.146654566e5                 ,1.086839375e5                 ,2.910249084e4                 ,3.123638134e4                 ,2.721572270e4                 ,1.374036581e4                 ,3.675875726e3                 ,1.304763187e3                 ,1.134013202e3                 ,5.717000281e2                 ,1.528705343e2                 
5.545872769e4                 ,8.515941385e4                 ,6.865321703e4                 ,2.838647128e4                 ,2.146654566e5                 ,3.260518127e5                 ,2.619224176e5                 ,1.086839375e5                 ,2.721572270e4                 ,4.122109745e4                 ,3.308288153e4                 ,1.374036581e4                 ,1.134013202e3                 ,1.715100084e3                 ,1.375834809e3                 ,5.717000281e2                 
2.838647128e4                 ,6.865321703e4                 ,8.515941385e4                 ,5.545872769e4                 ,1.086839375e5                 ,2.619224176e5                 ,3.260518127e5                 ,2.146654566e5                 ,1.374036581e4                 ,3.308288153e4                 ,4.122109745e4                 ,2.721572270e4                 ,5.717000281e2                 ,1.375834809e3                 ,1.715100084e3                 ,1.134013202e3                 
7.628135226e3                 ,2.838647128e4                 ,5.545872769e4                 ,6.214643116e4                 ,2.910249084e4                 ,1.086839375e5                 ,2.146654566e5                 ,2.451883301e5                 ,3.675875726e3                 ,1.374036581e4                 ,2.721572270e4                 ,3.123638134e4                 ,1.528705343e2                 ,5.717000281e2                 ,1.134013202e3                 ,1.304763187e3                 
2.451883301e5                 ,2.146654566e5                 ,1.086839375e5                 ,2.910249084e4                 ,2.323264426e8                 ,1.994855889e8                 ,9.984738591e7                 ,2.663526659e7                 ,5.004923185e8                 ,4.294288894e8                 ,2.148450868e8                 ,5.730363577e7                 ,5.304443348e8                 ,4.549702849e8                 ,2.275762561e8                 ,6.069510064e7                 
2.146654566e5                 ,3.260518127e5                 ,2.619224176e5                 ,1.086839375e5                 ,1.994855889e8                 ,2.995421577e8                 ,2.397173993e8                 ,9.984738591e7                 ,4.294288894e8                 ,6.445352604e8                 ,5.157327219e8                 ,2.148450868e8                 ,4.549702849e8                 ,6.827287685e8                 ,5.462559057e8                 ,2.275762561e8                 
1.086839375e5                 ,2.619224176e5                 ,3.260518127e5                 ,2.146654566e5                 ,9.984738591e7                 ,2.397173993e8                 ,2.995421577e8                 ,1.994855889e8                 ,2.148450868e8                 ,5.157327219e8                 ,6.445352604e8                 ,4.294288894e8                 ,2.275762561e8                 ,5.462559057e8                 ,6.827287685e8                 ,4.549702849e8                 
2.910249084e4                 ,1.086839375e5                 ,2.146654566e5                 ,2.451883301e5                 ,2.663526659e7                 ,9.984738591e7                 ,1.994855889e8                 ,2.323264426e8                 ,5.730363577e7                 ,2.148450868e8                 ,4.294288894e8                 ,5.004923185e8                 ,6.069510064e7                 ,2.275762561e8                 ,4.549702849e8                 ,5.304443348e8                 
3.123638134e4                 ,2.721572270e4                 ,1.374036581e4                 ,3.675875726e3                 ,5.004923185e8                 ,4.294288894e8                 ,2.148450868e8                 ,5.730363577e7                 ,1.674990628e9                 ,1.436685616e9                 ,7.186366173e8                 ,1.916625476e8                 ,2.737578879e9                 ,2.347646287e9                 ,1.174168175e9                 ,3.131421828e8                 
2.721572270e4                 ,4.122109745e4                 ,3.308288153e4                 ,1.374036581e4                 ,4.294288894e8                 ,6.445352604e8                 ,5.157327219e8                 ,2.148450868e8                 ,1.436685616e9                 ,2.155909852e9                 ,1.724962928e9                 ,7.186366173e8                 ,2.347646287e9                 ,3.522504525e9                 ,2.818279645e9                 ,1.174168175e9                 
1.374036581e4                 ,3.308288153e4                 ,4.122109745e4                 ,2.721572270e4                 ,2.148450868e8                 ,5.157327219e8                 ,6.445352604e8                 ,4.294288894e8                 ,7.186366173e8                 ,1.724962928e9                 ,2.155909852e9                 ,1.436685616e9                 ,1.174168175e9                 ,2.818279645e9                 ,3.522504525e9                 ,2.347646287e9                 
3.675875726e3                 ,1.374036581e4                 ,2.721572270e4                 ,3.123638134e4                 ,5.730363577e7                 ,2.148450868e8                 ,4.294288894e8                 ,5.004923185e8                 ,1.916625476e8                 ,7.186366173e8                 ,1.436685616e9                 ,1.674990628e9                 ,3.131421828e8                 ,1.174168175e9                 ,2.347646287e9                 ,2.737578879e9                 
1.304763187e3                 ,1.134013202e3                 ,5.717000281e2                 ,1.528705343e2                 ,5.304443348e8                 ,4.549702849e8                 ,2.275762561e8                 ,6.069510064e7                 ,2.737578879e9                 ,2.347646287e9                 ,1.174168175e9                 ,3.131421828e8                 ,7.152781157e9                 ,6.133248935e9                 ,3.067312565e9                 ,8.180111815e8                 
1.134013202e3                 ,1.715100084e3                 ,1.375834809e3                 ,5.717000281e2                 ,4.549702849e8                 ,6.827287685e8                 ,5.462559057e8                 ,2.275762561e8                 ,2.347646287e9                 ,3.522504525e9                 ,2.818279645e9                 ,1.174168175e9                 ,6.133248935e9                 ,9.201937695e9                 ,7.362100634e9                 ,3.067312565e9                 
5.717000281e2                 ,1.375834809e3                 ,1.715100084e3                 ,1.134013202e3                 ,2.275762561e8                 ,5.462559057e8                 ,6.827287685e8                 ,4.549702849e8                 ,1.174168175e9                 ,2.818279645e9                 ,3.522504525e9                 ,2.347646287e9                 ,3.067312565e9                 ,7.362100634e9                 ,9.201937695e9                 ,6.133248935e9                 
1.528705343e2                 ,5.717000281e2                 ,1.134013202e3                 ,1.304763187e3                 ,6.069510064e7                 ,2.275762561e8                 ,4.549702849e8                 ,5.304443348e8                 ,3.131421828e8                 ,1.174168175e9                 ,2.347646287e9                 ,2.737578879e9                 ,8.180111815e8                 ,3.067312565e9                 ,6.133248935e9                 ,7.152781157e9                 
